Polygenic Score (PGS) ID,PGS Name,Reported Trait,Mapped Trait(s) (EFO label),Mapped Trait(s) (EFO ID),PGS Development Method,PGS Development Details/Relevant Parameters,Original Genome Build,Number of Variants,Number of Interaction Terms,Type of Variant Weight,PGS Publication (PGP) ID,Publication (PMID),Publication (doi),Score and results match the original publication,Ancestry Distribution (%) - Source of Variant Associations (GWAS),Ancestry Distribution (%) - Score Development/Training,Ancestry Distribution (%) - PGS Evaluation,FTP link,Release Date,License/Terms of Use
PGS001742,GBE_INI25648,WA L3 in tract uncinate fasciculus (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,755,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001742/ScoringFiles/PGS001742.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001743,GBE_INI25649,WA L3 in tract uncinate fasciculus (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,1320,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001743/ScoringFiles/PGS001743.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001744,GBE_INI25516,WA MD in tract acoustic radiation (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,315,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001744/ScoringFiles/PGS001744.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001745,GBE_INI25517,WA MD in tract anterior thalamic radiation (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,171,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001745/ScoringFiles/PGS001745.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001746,GBE_INI25519,WA MD in tract cingulate gyrus part of cingulum (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,296,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001746/ScoringFiles/PGS001746.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001747,GBE_INI25520,WA MD in tract cingulate gyrus part of cingulum (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,767,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001747/ScoringFiles/PGS001747.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001748,GBE_INI25525,WA MD in tract forceps major,brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,209,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001748/ScoringFiles/PGS001748.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001749,GBE_INI25526,WA MD in tract forceps minor,brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,1164,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001749/ScoringFiles/PGS001749.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001750,GBE_INI25527,WA MD in tract inferior fronto-occipital fasciculus (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,813,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001750/ScoringFiles/PGS001750.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001751,GBE_INI25528,WA MD in tract inferior fronto-occipital fasciculus (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,702,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001751/ScoringFiles/PGS001751.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001752,GBE_INI25529,WA MD in tract inferior longitudinal fasciculus (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,572,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001752/ScoringFiles/PGS001752.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001753,GBE_INI25530,WA MD in tract inferior longitudinal fasciculus (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,975,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001753/ScoringFiles/PGS001753.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001754,GBE_INI25536,WA MD in tract superior longitudinal fasciculus (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,1809,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001754/ScoringFiles/PGS001754.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001755,GBE_INI25538,WA MD in tract superior thalamic radiation (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,610,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001755/ScoringFiles/PGS001755.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001756,GBE_INI25539,WA MD in tract superior thalamic radiation (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,96,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001756/ScoringFiles/PGS001756.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001757,GBE_INI25540,WA MD in tract uncinate fasciculus (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,872,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001757/ScoringFiles/PGS001757.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001758,GBE_INI25541,WA MD in tract uncinate fasciculus (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,1033,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001758/ScoringFiles/PGS001758.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001759,GBE_INI25553,WA MO in tract forceps minor,brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,1836,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001759/ScoringFiles/PGS001759.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001760,GBE_INI25560,WA MO in tract medial lemniscus (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,258,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001760/ScoringFiles/PGS001760.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001761,GBE_INI25558,WA MO in tract middle cerebellar peduncle,brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,47,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001761/ScoringFiles/PGS001761.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001762,GBE_INI25561,WA MO in tract posterior thalamic radiation (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,721,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001762/ScoringFiles/PGS001762.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001763,GBE_INI25562,WA MO in tract posterior thalamic radiation (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,342,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001763/ScoringFiles/PGS001763.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001764,GBE_INI25563,WA MO in tract superior longitudinal fasciculus (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,961,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001764/ScoringFiles/PGS001764.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001765,GBE_INI25566,WA MO in tract superior thalamic radiation (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,1023,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001765/ScoringFiles/PGS001765.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001766,GBE_INI25685,WA OD in tract corticospinal tract (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,1,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001766/ScoringFiles/PGS001766.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001767,GBE_INI25692,WA OD in tract inferior longitudinal fasciculus (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,378,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001767/ScoringFiles/PGS001767.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001768,GBE_INI25694,WA OD in tract medial lemniscus (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,297,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001768/ScoringFiles/PGS001768.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
