score,coverage,variants_used,variants_total,variants_flipped,variants_ambiguous,trait,trait_efo
PGS001821,1.0,22313,22313,0,0,Disorders of lipoid metabolism,HP_0003119
PGS001822,1.0,216,216,0,0,Gout,EFO_0004274
PGS001823,1.0,654,654,0,0,Disorders of iron metabolism,MONDO_0002279
PGS001824,1.0,22,22,0,0,Disorders of bilirubin excretion,Orphanet_309816
PGS001825,1.0,13009,13009,0,0,Overweight  obesity and other hyperalimentation,MONDO_0003916
PGS001826,1.0,45,45,0,0,Congenital deficiency of other clotting factors (including factor VII),MONDO_0015722
PGS001827,1.0,33,33,0,0,Dementias,MONDO_0001627
PGS001828,1.0,38,38,0,0,Alzheimer's disease,MONDO_0004975
PGS001829,1.0,7534,7534,0,0,Depression,MONDO_0002050
PGS001830,1.0,13838,13838,0,0,Tobacco use disorder,EFO_0003768
PGS001831,1.0,491,491,0,0,Multiple sclerosis,MONDO_0005301
PGS001832,1.0,8393,8393,0,0,Other peripheral nerve disorders,EFO_0009387
PGS001833,1.0,3737,3737,0,0,Retinal detachments and defects,EFO_0005773
PGS001834,1.0,157,157,0,0,Macular degeneration (senile) of retina NOS,EFO_0001365
PGS001835,1.0,38,38,0,0,Corneal dystrophy,MONDO_0018102
PGS001836,1.0,7052,7052,0,0,Glaucoma,MONDO_0005041
PGS001837,1.0,11617,11617,0,0,Cataract,MONDO_0005129
PGS001838,1.0,52487,52487,0,0,Hypertension,EFO_0000537
PGS001839,1.0,25425,25425,0,0,Coronary atherosclerosis,MONDO_0021661
PGS001840,1.0,330,330,0,0,Pulmonary heart disease,MONDO_0004596
PGS001841,1.0,3980,3980,0,0,Atrial fibrillation and flutter,EFO_0003911
PGS001842,1.0,2759,2759,0,0,Congestive heart failure; nonhypertensive,EFO_0000373
PGS001843,1.0,242,242,0,0,Peripheral vascular disease  unspecified,EFO_0003875
PGS001844,1.0,431,431,0,0,Phlebitis and thrombophlebitis,EFO_1001395
PGS001845,1.0,15748,15748,0,0,Varicose veins,HP_0002619
PGS001846,1.0,5434,5434,0,0,Hemorrhoids,EFO_0009552
PGS001847,1.0,594,594,0,0,Circulatory disease NEC,EFO_0004264
PGS001848,1.0,1783,1783,0,0,Nasal polyps,HP_0100582
PGS001849,1.0,22679,22679,0,0,Asthma,MONDO_0004979
PGS001850,1.0,7347,7347,0,0,Chronic airway obstruction,EFO_0000341
PGS001851,1.0,13855,13855,0,0,Esophagitis  GERD and related diseases,EFO_0003948
PGS001852,1.0,191,191,0,0,Duodenitis,MONDO_0004627
PGS001853,1.0,19,19,0,0,Appendiceal conditions,EFO_0009542
PGS001854,1.0,7326,7326,0,0,Inguinal hernia,HP_0000023
PGS001855,1.0,1505,1505,0,0,Ulcerative colitis,EFO_0000729
PGS001856,1.0,1661,1661,0,0,Celiac disease,EFO_0001060
PGS001857,1.0,23800,23800,0,0,Diverticulosis,HP_0002253
PGS001858,1.0,764,764,0,0,Functional digestive disorders,EFO_0000405
PGS001859,1.0,789,789,0,0,Anal and rectal polyp,MONDO_0060766
PGS001860,1.0,497,497,0,0,Other chronic nonalcoholic liver disease,EFO_0001421
PGS001861,1.0,2059,2059,0,0,Cholelithiasis and cholecystitis,EFO_0004799
PGS001862,1.0,151,151,0,0,Other biliary tract disease,EFO_0009534
PGS001863,1.0,794,794,0,0,Hematuria,HP_0000790
PGS001864,1.0,5599,5599,0,0,Urinary calculus,MONDO_0024647
PGS001865,1.0,1712,1712,0,0,Hyperplasia of prostate,EFO_0000284
PGS001866,1.0,399,399,0,0,Endometriosis,EFO_0001065
PGS001867,1.0,9708,9708,0,0,Genital prolapse,MONDO_0001592
PGS001868,1.0,30,30,0,0,Rhesus isoimmunization in pregnancy,EFO_1001159
PGS001869,1.0,131,131,0,0,Superficial cellulitis and abscess,EFO_0003035
PGS001870,1.0,87,87,0,0,Lupus (localized and systemic),MONDO_0004670
PGS001871,1.0,264,264,0,0,Psoriasis,EFO_0000676
PGS001872,1.0,79,79,0,0,Sarcoidosis,EFO_1000767
PGS001873,1.0,461,461,0,0,Diseases of hair and hair follicles,MONDO_0002917
PGS001874,1.0,563,563,0,0,Sebaceous cyst,EFO_1000243
PGS001875,1.0,256,256,0,0,Rheumatoid arthritis,EFO_0000685
PGS001876,1.0,85,85,0,0,Ankylosing spondylitis,EFO_0003898
PGS001877,1.0,17363,17363,0,0,Other arthropathies,HP_0003040
PGS001878,1.0,142,142,0,0,Polymyalgia Rheumatica,EFO_0008518
PGS001879,1.0,210,210,0,0,Ganglion and cyst of synovium  tendon  and bursa,MONDO_0004874
PGS001880,1.0,2443,2443,0,0,Contracture of palmar fascia [Dupuytren's disease],EFO_0004229
PGS001881,1.0,4527,4527,0,0,Hallux valgus (Bunion),HP_0001822
PGS001882,1.0,11451,11451,0,0,Osteoarthrosis,MONDO_0005178
PGS001883,1.0,365,365,0,0,Osteoporosis,EFO_0003882
PGS001884,1.0,2796,2796,0,0,Abdominal pain,HP_0002027
PGS001885,1.0,95,95,0,0,Allergy/adverse effect of penicillin,EFO_0009482
PGS001886,1.0,60423,60423,0,0,Albumin,EFO_0004535
PGS001887,1.0,89827,89827,0,0,Ankle spacing width,EFO_0004302
PGS001888,1.0,74596,74596,0,0,Apolipoprotein A,EFO_0004614
PGS001889,1.0,16952,16952,0,0,Apolipoprotein B,EFO_0004615
PGS001890,1.0,44864,44864,0,0,avMSE,EFO_0008385
PGS001891,1.0,19960,19960,0,0,Hearing difficulty/problems,MONDO_0021945
PGS001892,1.0,35060,35060,0,0,Birth weight,EFO_0004344
PGS001893,1.0,48395,48395,0,0,Calcium,EFO_0004838
PGS001894,1.0,484,484,0,0,Diagnosed with coeliac disease or gluten sensitivity,EFO_0001060
PGS001895,1.0,16576,16576,0,0,Cholesterol,EFO_0004574
PGS001896,1.0,31036,31036,0,0,Hair colour (natural  before greying),EFO_0007822
PGS001897,1.0,15817,15817,0,0,Skin colour,EFO_0003784
PGS001898,1.0,5777,5777,0,0,Ever depressed for a whole week,EFO_0007006
PGS001899,1.0,2434,2434,0,0,Recent feelings of depression,EFO_0007006
PGS001900,1.0,66335,66335,0,0,Diastolic blood pressure  automated reading,EFO_0006336
PGS001901,1.0,1065,1065,0,0,Alcohol drinker status,EFO_0004329
PGS001902,1.0,640,640,0,0,P duration,EFO_0005094
PGS001903,1.0,4368,4368,0,0,PP interval,EFO_0600085
PGS001904,1.0,826,826,0,0,PQ interval,EFO_0004462
PGS001905,1.0,2300,2300,0,0,QT interval,EFO_0004682
PGS001906,1.0,641,641,0,0,QTC interval,EFO_0004682
PGS001907,1.0,1964,1964,0,0,RR interval,EFO_0004831
PGS001908,1.0,32431,32431,0,0,Red blood cell (erythrocyte) distribution width,EFO_0005192
PGS001909,1.0,81887,81887,0,0,Red blood cell (erythrocyte) count,EFO_0004305
PGS001910,1.0,9341,9341,0,0,Ever taken cannabis,EFO_0007585
PGS001911,1.0,41266,41266,0,0,Ever smoked,EFO_0006527
PGS001912,1.0,15201,15201,0,0,Age at first live birth,EFO_0009101
PGS001913,1.0,339,339,0,0,Length of menstrual cycle,EFO_0007786
PGS001914,1.0,18179,18179,0,0,Testosterone (female only),EFO_0004908
PGS001915,1.0,38940,38940,0,0,Age when periods started (menarche),EFO_0004703
PGS001916,1.0,9917,9917,0,0,Falls in the last year,EFO_0009631
PGS001917,1.0,107244,107244,0,0,Body fat percentage,EFO_0007800
PGS001918,1.0,79136,79136,0,0,Forced expiratory volume in 1-second (FEV1)  Best measure,EFO_0004314
PGS001919,1.0,26145,26145,0,0,Fluid intelligence score,EFO_0004337
PGS001920,1.0,2894,2894,0,0,Recent feelings of foreboding,EFO_0009589
PGS001921,1.0,7965,7965,0,0,Fractured/broken bones in last 5 years,EFO_0003931
PGS001922,1.0,85349,85349,0,0,Forced vital capacity (FVC)  Best measure,EFO_0004312
PGS001923,1.0,50583,50583,0,0,Time spent watching television (TV) or using computer,EFO_0010724
PGS001924,1.0,311,311,0,0,Wears glasses or contact lenses,EFO_0004731
PGS001925,1.0,67571,67571,0,0,Haematocrit percentage,EFO_0004348
PGS001926,1.0,69467,69467,0,0,Haemoglobin concentration,EFO_0004509
PGS001927,1.0,73846,73846,0,0,Hand grip strength (mean of both),EFO_0006941
PGS001928,1.0,5709,5709,0,0,Headaches for 3+ months,EFO_0009550
PGS001929,1.0,156514,156514,0,0,Standing height,EFO_0004339
PGS001930,1.0,39162,39162,0,0,Immature reticulocyte fraction,EFO_0009253
PGS001931,1.0,41836,41836,0,0,Average total household income before tax,EFO_0009695
PGS001932,1.0,37712,37712,0,0,Sleeplessness / insomnia,EFO_0004698
PGS001933,1.0,25604,25604,0,0,LDL direct,EFO_0004611
PGS001934,1.0,50955,50955,0,0,Alcohol intake frequency,EFO_0007878
PGS001935,1.0,9070,9070,0,0,General happiness with own health,EFO_0009724
PGS001936,1.0,10628,10628,0,0,General happiness,EFO_0007869
PGS001937,1.0,16197,16197,0,0,Ease of skin tanning,EFO_0004279
PGS001938,1.0,64164,64164,0,0,Age first had sexual intercourse,EFO_0009749
PGS001939,1.0,50948,50948,0,0,Alkaline phosphatase,EFO_0004533
PGS001940,1.0,51849,51849,0,0,Alanine aminotransferase,EFO_0004735
PGS001941,1.0,33498,33498,0,0,Aspartate aminotransferase,EFO_0004736
PGS001942,1.0,33190,33190,0,0,Total bilirubin,EFO_0004570
PGS001943,1.0,110153,110153,0,0,Body mass index (BMI),EFO_0004340
PGS001944,1.0,37529,37529,0,0,Creatinine (enzymatic) in urine,EFO_0007934
PGS001945,1.0,76800,76800,0,0,Creatinine,EFO_0004518
PGS001946,1.0,71444,71444,0,0,C-reactive protein,EFO_0004458
PGS001947,1.0,84459,84459,0,0,Cystatin C,EFO_0004617
PGS001948,1.0,1967,1967,0,0,QRS duration,EFO_0005055
PGS001949,1.0,9236,9236,0,0,Eosinophil percentage,EFO_0007991
PGS001950,1.0,128827,128827,0,0,Whole body fat-free mass,EFO_0004995
PGS001951,1.0,107776,107776,0,0,Whole body fat mass,EFO_0005409
PGS001952,1.0,14811,14811,0,0,Glucose,EFO_0004468
PGS001953,1.0,46566,46566,0,0,Glycated haemoglobin (HbA1c),EFO_0004541
PGS001954,1.0,85429,85429,0,0,HDL cholesterol,EFO_0004612
PGS001955,1.0,73565,73565,0,0,Heel bone mineral density (BMD),EFO_0009270
PGS001956,1.0,69537,69537,0,0,Heel Broadband ultrasound attenuation  direct entry,EFO_0007772
PGS001957,1.0,65064,65064,0,0,Speed of sound through heel,EFO_0005654
PGS001958,1.0,103123,103123,0,0,Hip circumference,EFO_0005093
PGS001959,1.0,78803,78803,0,0,High light scatter reticulocyte count,EFO_0010700
PGS001960,1.0,87149,87149,0,0,IGF-1,EFO_0004627
PGS001961,1.0,119500,119500,0,0,Impedance of whole body,EFO_0005106
PGS001962,1.0,80228,80228,0,0,White blood cell (leukocyte) count,EFO_0004308
PGS001963,1.0,7887,7887,0,0,Lipoprotein A,EFO_0006925
PGS001964,1.0,76069,76069,0,0,Gamma glutamyltransferase,EFO_0004532
PGS001965,1.0,76535,76535,0,0,Lymphocyte count,EFO_0004587
PGS001966,1.0,11600,11600,0,0,Mean carotid IMT (intima-medial thickness) at 120/150/210/240 degrees,EFO_0007117
PGS001967,1.0,948,948,0,0,Microalbumin in urine,EFO_0010967
PGS001968,1.0,46673,46673,0,0,Monocyte count,EFO_0005091
PGS001969,1.0,71566,71566,0,0,Neutrophil count,EFO_0004833
PGS001970,1.0,56402,56402,0,0,Platelet crit,EFO_0007985
PGS001971,1.0,65450,65450,0,0,Mean platelet (thrombocyte) volume,EFO_0004584
PGS001972,1.0,46157,46157,0,0,Platelet distribution width,EFO_0007984
PGS001973,1.0,60665,60665,0,0,Platelet count,EFO_0004309
PGS001974,1.0,21512,21512,0,0,Potassium in urine,EFO_0010952
PGS001975,1.0,62254,62254,0,0,Pulse rate  automated reading,EFO_0004326
PGS001976,1.0,75033,75033,0,0,Reticulocyte count,EFO_0007986
PGS001977,1.0,51427,51427,0,0,Sex hormone binding globulin (SHBG),EFO_0004696
PGS001978,1.0,40037,40037,0,0,Sleep duration,EFO_0005271
PGS001979,1.0,71203,71203,0,0,Triglycerides,EFO_0004530
PGS001980,1.0,56782,56782,0,0,Urea,EFO_0011005
PGS001981,1.0,6324,6324,0,0,Ventricular rate,EFO_0007928
PGS001982,1.0,35123,35123,0,0,Vitamin D,EFO_0004631
PGS001983,1.0,96496,96496,0,0,Waist circumference,EFO_0004342
PGS001984,1.0,127910,127910,0,0,Whole body water mass,EFO_0009805
PGS001985,1.0,223,223,0,0,logMAR in round (left/right),EFO_0008385
PGS001986,1.0,66778,66778,0,0,Lymphocyte percentage,EFO_0007993
PGS001987,1.0,23692,23692,0,0,Hair/balding pattern,EFO_0007825
PGS001988,1.0,3985,3985,0,0,Testosterone (male only),EFO_0004908
PGS001989,1.0,44174,44174,0,0,Mean corpuscular haemoglobin,EFO_0004527
PGS001990,1.0,47916,47916,0,0,Mean corpuscular volume,EFO_0004526
PGS001991,1.0,41887,41887,0,0,Monocyte percentage,EFO_0007989
PGS001992,1.0,61542,61542,0,0,Morning/evening person (chronotype),EFO_0008328
PGS001993,1.0,17282,17282,0,0,Use of sun/uv protection,EFO_0010729
PGS001994,1.0,30217,30217,0,0,Myopia diagnosis,HP_0000545
PGS001995,1.0,27143,27143,0,0,Daytime dozing / sleeping (narcolepsy),MONDO_0021107
PGS001996,1.0,54715,54715,0,0,Neuroticism score,EFO_0007660
PGS001997,1.0,65022,65022,0,0,Neutrophil percentage,EFO_0007990
PGS001998,1.0,47793,47793,0,0,Phosphate,EFO_0010968
PGS001999,1.0,50215,50215,0,0,Plays computer games,EFO_0010724
PGS002000,1.0,53716,53716,0,0,Overall health rating,EFO_0007652
PGS002001,1.0,69557,69557,0,0,Total protein,EFO_0004536
PGS002002,1.0,2755,2755,0,0,Hair colour (natural  before greying),EFO_0007822
PGS002003,1.0,24536,24536,0,0,Mean reticulocyte volume,EFO_0010701
PGS002004,1.0,3970,3970,0,0,Sensitive stomach,EFO_0007652
PGS002005,1.0,118423,118423,0,0,Sitting height,EFO_0011011
PGS002006,1.0,33917,33917,0,0,Snoring,EFO_0008341
PGS002007,1.0,37568,37568,0,0,Sodium in urine,EFO_0009282
PGS002008,1.0,50360,50360,0,0,Mean sphered cell volume,EFO_0004503
PGS002009,1.0,68449,68449,0,0,Systolic blood pressure  automated reading,EFO_0006335
PGS002010,1.0,75102,75102,0,0,Urate,EFO_0004531
PGS002011,1.0,43709,43709,0,0,Water intake,EFO_0004315
PGS002012,1.0,50413,50413,0,0,Qualifications (years of education),EFO_0011015
PGS002013,1.0,648559,648559,0,0,Colorectal cancer,EFO_0005842
PGS002014,1.0,534399,534399,0,0,Skin cancer,EFO_0009259
PGS002015,1.0,488608,488608,0,0,Breast cancer [female],EFO_0000305
PGS002016,1.0,450963,450963,0,0,Cancer of prostate,EFO_0001663
PGS002017,1.0,510453,510453,0,0,Cancer of bladder,MONDO_0004986
PGS002018,1.0,311520,311520,0,0,Thyroid cancer,EFO_0002892
PGS002019,1.0,667546,667546,0,0,Benign neoplasm of colon,MONDO_0002278
PGS002020,1.0,503832,503832,0,0,Benign neoplasm of other parts of digestive system,MONDO_0000385
PGS002021,1.0,547617,547617,0,0,Benign neoplasm of uterus,MONDO_0000632
PGS002022,1.0,375470,375470,0,0,Nontoxic multinodular goiter,MONDO_0000334
PGS002023,1.0,279385,279385,0,0,Thyrotoxicosis with or without goiter,EFO_0009190
PGS002024,1.0,632597,632597,0,0,Hypothyroidism,EFO_0004705
PGS002025,1.0,106800,106800,0,0,Type 1 diabetes,MONDO_0005147
PGS002026,1.0,830783,830783,0,0,Type 2 diabetes,MONDO_0005148
PGS002027,1.0,389029,389029,0,0,Diabetic retinopathy,EFO_0003770
PGS002028,1.0,170554,170554,0,0,Hypoglycemia,HP_0001943
PGS002029,1.0,764390,764390,0,0,Disorders of lipoid metabolism,HP_0003119
PGS002030,1.0,163210,163210,0,0,Gout,EFO_0004274
PGS002031,1.0,6713,6713,0,0,Disorders of iron metabolism,MONDO_0002279
PGS002032,1.0,19768,19768,0,0,Disorders of bilirubin excretion,Orphanet_309816
PGS002033,1.0,846292,846292,0,0,Overweight  obesity and other hyperalimentation,MONDO_0003916
PGS002034,1.0,32552,32552,0,0,Congenital deficiency of other clotting factors (including factor VII),MONDO_0015722
PGS002035,1.0,39752,39752,0,0,Dementias,MONDO_0001627
PGS002036,1.0,807338,807338,0,0,Depression,MONDO_0002050
PGS002037,1.0,847691,847691,0,0,Tobacco use disorder,EFO_0003768
PGS002038,1.0,129077,129077,0,0,Multiple sclerosis,MONDO_0005301
PGS002039,1.0,799326,799326,0,0,Other peripheral nerve disorders,EFO_0009387
PGS002040,1.0,706872,706872,0,0,Retinal detachments and defects,EFO_0005773
PGS002041,1.0,116538,116538,0,0,Macular degeneration (senile) of retina NOS,EFO_0001365
PGS002042,1.0,59944,59944,0,0,Corneal dystrophy,MONDO_0018102
PGS002043,1.0,672952,672952,0,0,Glaucoma,MONDO_0005041
PGS002044,1.0,711169,711169,0,0,Cataract,MONDO_0005129
PGS002045,1.0,527030,527030,0,0,Inflammation of the eye,EFO_0003966
PGS002046,1.0,570308,570308,0,0,Otosclerosis,EFO_0004213
PGS002047,1.0,918325,918325,0,0,Hypertension,EFO_0000537
PGS002048,1.0,762124,762124,0,0,Coronary atherosclerosis,MONDO_0021661
PGS002049,1.0,222371,222371,0,0,Pulmonary heart disease,MONDO_0004596
PGS002050,1.0,554908,554908,0,0,Atrial fibrillation and flutter,EFO_0003911
PGS002051,1.0,642241,642241,0,0,Congestive heart failure; nonhypertensive,EFO_0000373
PGS002052,1.0,490459,490459,0,0,Occlusion and stenosis of precerebral arteries,EFO_0009677
PGS002053,1.0,599726,599726,0,0,Cerebrovascular disease,EFO_0003763
PGS002054,1.0,592187,592187,0,0,Abdominal aortic aneurysm,EFO_0004214
PGS002055,1.0,599514,599514,0,0,Peripheral vascular disease  unspecified,EFO_0003875
PGS002056,1.0,114679,114679,0,0,Phlebitis and thrombophlebitis,EFO_1001395
PGS002057,1.0,760630,760630,0,0,Varicose veins,HP_0002619
PGS002058,1.0,780418,780418,0,0,Hemorrhoids,EFO_0009552
PGS002059,1.0,604572,604572,0,0,Circulatory disease NEC,EFO_0004264
PGS002060,1.0,553242,553242,0,0,Nasal polyps,HP_0100582
PGS002061,1.0,793375,793375,0,0,Asthma,MONDO_0004979
PGS002062,1.0,811003,811003,0,0,Chronic airway obstruction,EFO_0000341
PGS002063,1.0,836413,836413,0,0,Esophagitis  GERD and related diseases,EFO_0003948
PGS002064,1.0,497422,497422,0,0,Appendiceal conditions,EFO_0009542
PGS002065,1.0,691268,691268,0,0,Inguinal hernia,HP_0000023
PGS002066,1.0,566637,566637,0,0,Ulcerative colitis,EFO_0000729
PGS002067,1.0,58231,58231,0,0,Celiac disease,EFO_0001060
PGS002068,1.0,831212,831212,0,0,Diverticulosis,HP_0002253
PGS002069,1.0,747820,747820,0,0,Functional digestive disorders,EFO_0000405
PGS002070,1.0,584133,584133,0,0,Anal and rectal polyp,MONDO_0060766
PGS002071,1.0,352506,352506,0,0,Other chronic nonalcoholic liver disease,EFO_0001421
PGS002072,1.0,428587,428587,0,0,Cholelithiasis and cholecystitis,EFO_0004799
PGS002073,1.0,363801,363801,0,0,Other biliary tract disease,EFO_0009534
PGS002074,1.0,664167,664167,0,0,Hematuria,HP_0000790
PGS002075,1.0,731196,731196,0,0,Urinary calculus,MONDO_0024647
PGS002076,1.0,627341,627341,0,0,Hyperplasia of prostate,EFO_0000284
PGS002077,1.0,534802,534802,0,0,Endometriosis,EFO_0001065
PGS002078,1.0,774553,774553,0,0,Genital prolapse,MONDO_0001592
PGS002079,1.0,719789,719789,0,0,Irregular menstrual cycle/bleeding,MONDO_0015860
PGS002080,1.0,32414,32414,0,0,Rhesus isoimmunization in pregnancy,EFO_1001159
PGS002081,1.0,640921,640921,0,0,Superficial cellulitis and abscess,EFO_0003035
PGS002082,1.0,361553,361553,0,0,Lupus (localized and systemic),MONDO_0004670
PGS002083,1.0,71744,71744,0,0,Psoriasis,EFO_0000676
PGS002084,1.0,403417,403417,0,0,Sarcoidosis,EFO_1000767
PGS002085,1.0,481233,481233,0,0,Seborrheic keratosis,EFO_0005584
PGS002086,1.0,160693,160693,0,0,Diseases of hair and hair follicles,MONDO_0002917
PGS002087,1.0,206669,206669,0,0,Sebaceous cyst,EFO_1000243
PGS002088,1.0,95083,95083,0,0,Rheumatoid arthritis,EFO_0000685
PGS002089,1.0,22026,22026,0,0,Ankylosing spondylitis,EFO_0003898
PGS002090,1.0,859336,859336,0,0,Other arthropathies,HP_0003040
PGS002091,1.0,129938,129938,0,0,Polymyalgia Rheumatica,EFO_0008518
PGS002092,1.0,484484,484484,0,0,Contracture of palmar fascia [Dupuytren's disease],EFO_0004229
PGS002093,1.0,773461,773461,0,0,Hallux valgus (Bunion),HP_0001822
PGS002094,1.0,827887,827887,0,0,Osteoarthrosis,MONDO_0005178
PGS002095,1.0,658775,658775,0,0,Osteoporosis,EFO_0003882
PGS002096,1.0,791954,791954,0,0,Abdominal pain,HP_0002027
PGS002097,1.0,742904,742904,0,0,Allergy/adverse effect of penicillin,EFO_0009482
PGS002098,1.0,764146,764146,0,0,Recent poor appetite or overeating,EFO_0005203
PGS002099,1.0,816264,816264,0,0,Albumin,EFO_0004535
PGS002100,1.0,917925,917925,0,0,Ankle spacing width,EFO_0004302
PGS002101,1.0,681234,681234,0,0,Apolipoprotein A,EFO_0004614
PGS002102,1.0,315483,315483,0,0,Apolipoprotein B,EFO_0004615
PGS002103,1.0,833170,833170,0,0,avMSE,EFO_0008385
PGS002104,1.0,869179,869179,0,0,Hearing difficulty/problems,MONDO_0021945
PGS002105,1.0,827714,827714,0,0,Birth weight,EFO_0004344
PGS002106,1.0,702009,702009,0,0,Calcium,EFO_0004838
PGS002107,1.0,39066,39066,0,0,Diagnosed with coeliac disease or gluten sensitivity,EFO_0001060
